KetQuaHocTapKey,SinhVienKey,KhoaKey,NganhKey,LopKey,MonHocKey,HocKyKey,GiangVienKey,DiemChuyenCan,DiemGiuaKy,DiemCuoiKy,DiemTongKet,DiemHe4,DiemChu,KetQua,SoTinChiDangKy,SoTinChiDat,SoTinChiKhongDat,LanHoc
16381,828,1,3,12,65,7,3,7.8,6.2,6.8,6.8,2.0,C,Đạt,3,3,0,1
16382,828,1,3,12,66,7,6,5.8,5.9,7.0,6.7,2.0,C,Đạt,2,2,0,1
16383,828,1,3,12,67,8,3,7.3,7.4,6.1,6.5,2.0,C,Đạt,3,3,0,1
16384,828,1,3,12,68,8,3,6.5,5.3,6.4,6.2,2.0,C,Đạt,3,3,0,1
16385,828,1,3,12,69,8,9,7.3,5.6,8.0,7.4,3.0,B,Đạt,3,3,0,1
16386,828,1,3,12,70,8,10,7.8,7.4,6.5,6.8,2.0,C,Đạt,3,3,0,1
16387,829,1,3,12,58,5,8,3.5,4.2,3.2,3.4,0.0,F,Không đạt,3,0,3,1
16388,829,1,3,12,59,5,11,9.7,6.9,8.1,8.0,3.0,B,Đạt,3,3,0,1
16389,829,1,3,12,60,5,1,8.0,6.9,7.5,7.5,3.0,B,Đạt,3,3,0,1
16390,829,1,3,12,4,5,2,8.6,7.3,7.3,7.4,3.0,B,Đạt,2,2,0,1
16391,829,1,3,12,61,6,8,9.7,8.6,9.0,9.0,4.0,A,Đạt,3,3,0,1
16392,829,1,3,12,6,6,6,5.5,5.7,4.5,4.9,1.0,D,Đạt,3,3,0,1
16393,829,1,3,12,62,6,4,4.0,2.3,3.6,3.4,0.0,F,Không đạt,3,0,3,1
16394,829,1,3,12,7,6,7,7.8,6.7,7.3,7.2,3.0,B,Đạt,3,3,0,1
16395,829,1,3,12,63,7,7,6.0,3.0,5.5,5.0,1.0,D,Đạt,3,3,0,1
16396,829,1,3,12,64,7,3,5.3,2.3,3.9,3.7,0.0,F,Không đạt,3,0,3,1
16397,829,1,3,12,65,7,5,6.5,7.1,5.8,6.1,2.0,C,Đạt,3,3,0,1
16398,829,1,3,12,66,7,3,6.4,6.9,5.8,6.1,2.0,C,Đạt,2,2,0,1
16399,829,1,3,12,67,8,1,10.0,6.2,9.3,8.8,4.0,A,Đạt,3,3,0,1
16400,829,1,3,12,68,8,5,5.5,4.6,4.4,4.5,1.0,D,Đạt,3,3,0,1
16401,829,1,3,12,69,8,2,4.8,5.5,4.7,4.9,1.0,D,Đạt,3,3,0,1
16402,829,1,3,12,70,8,12,5.3,5.8,7.3,6.8,2.0,C,Đạt,3,3,0,1
16403,830,1,3,12,58,5,2,7.9,7.5,7.3,7.4,3.0,B,Đạt,3,3,0,1
16404,830,1,3,12,59,5,5,8.5,9.0,7.1,7.6,3.0,B,Đạt,3,3,0,1
16405,830,1,3,12,60,5,11,6.2,5.7,6.9,6.6,2.0,C,Đạt,3,3,0,1
16406,830,1,3,12,4,5,3,8.8,7.3,7.9,7.9,3.0,B,Đạt,2,2,0,1
16407,830,1,3,12,61,6,4,8.6,8.5,6.8,7.3,3.0,B,Đạt,3,3,0,1
16408,830,1,3,12,6,6,4,7.8,6.0,6.4,6.5,2.0,C,Đạt,3,3,0,1
16409,830,1,3,12,62,6,1,7.2,7.7,6.1,6.5,2.0,C,Đạt,3,3,0,1
16410,830,1,3,12,7,6,2,6.7,7.6,4.4,5.2,1.0,D,Đạt,3,3,0,1
16411,830,1,3,12,63,7,3,6.1,7.2,6.3,6.4,2.0,C,Đạt,3,3,0,1
16412,830,1,3,12,64,7,11,9.1,7.9,7.0,7.4,3.0,B,Đạt,3,3,0,1
16413,830,1,3,12,65,7,8,6.4,5.3,5.8,5.7,2.0,C,Đạt,3,3,0,1
16414,830,1,3,12,66,7,6,4.4,4.1,3.2,3.5,0.0,F,Không đạt,2,0,2,1
16415,830,1,3,12,67,8,5,7.8,6.9,8.4,8.0,3.0,B,Đạt,3,3,0,1
16416,830,1,3,12,68,8,10,6.0,7.6,5.4,5.9,2.0,C,Đạt,3,3,0,1
16417,830,1,3,12,69,8,3,7.7,8.0,7.2,7.4,3.0,B,Đạt,3,3,0,1
16418,830,1,3,12,70,8,12,6.9,8.4,7.5,7.6,3.0,B,Đạt,3,3,0,1
16419,831,1,3,12,58,5,12,7.6,7.8,6.5,6.8,2.0,C,Đạt,3,3,0,1
16420,831,1,3,12,59,5,8,6.5,7.8,5.2,5.8,2.0,C,Đạt,3,3,0,1
16421,831,1,3,12,60,5,10,8.9,8.9,7.5,7.9,3.0,B,Đạt,3,3,0,1
16422,831,1,3,12,4,5,7,7.4,7.2,5.0,5.7,2.0,C,Đạt,2,2,0,1
16423,831,1,3,12,61,6,3,5.5,5.2,5.4,5.4,1.0,D,Đạt,3,3,0,1
16424,831,1,3,12,6,6,8,2.9,1.1,0.9,1.1,0.0,F,Không đạt,3,0,3,1
16425,831,1,3,12,62,6,12,7.2,6.7,6.0,6.3,2.0,C,Đạt,3,3,0,1
16426,831,1,3,12,7,6,8,4.0,5.1,4.2,4.4,1.0,D,Đạt,3,3,0,1
16427,831,1,3,12,63,7,11,1.9,2.7,2.4,2.4,0.0,F,Không đạt,3,0,3,1
16428,831,1,3,12,64,7,11,4.6,4.5,2.9,3.4,0.0,F,Không đạt,3,0,3,1
16429,831,1,3,12,65,7,6,3.5,1.6,2.4,2.3,0.0,F,Không đạt,3,0,3,1
16430,831,1,3,12,66,7,3,4.2,3.7,3.0,3.3,0.0,F,Không đạt,2,0,2,1
16431,831,1,3,12,67,8,11,0.2,2.2,1.5,1.5,0.0,F,Không đạt,3,0,3,1
16432,831,1,3,12,68,8,4,4.7,3.9,4.4,4.3,1.0,D,Đạt,3,3,0,1
16433,831,1,3,12,69,8,7,0.8,2.3,2.0,1.9,0.0,F,Không đạt,3,0,3,1
16434,831,1,3,12,70,8,6,6.4,6.5,5.1,5.5,2.0,C,Đạt,3,3,0,1
16435,832,1,3,12,58,5,8,5.5,5.7,6.7,6.4,2.0,C,Đạt,3,3,0,1
16436,832,1,3,12,59,5,5,8.2,8.6,6.8,7.3,3.0,B,Đạt,3,3,0,1
16437,832,1,3,12,60,5,4,6.8,6.0,4.7,5.1,1.0,D,Đạt,3,3,0,1
16438,832,1,3,12,4,5,8,3.4,5.0,2.3,2.9,0.0,F,Không đạt,2,0,2,1
16439,832,1,3,12,61,6,12,6.0,3.9,4.8,4.7,1.0,D,Đạt,3,3,0,1
16440,832,1,3,12,6,6,9,9.3,6.7,6.5,6.8,2.0,C,Đạt,3,3,0,1
16441,832,1,3,12,62,6,3,7.5,7.1,7.0,7.1,3.0,B,Đạt,3,3,0,1
16442,832,1,3,12,7,6,8,7.0,6.7,6.0,6.2,2.0,C,Đạt,3,3,0,1
16443,832,1,3,12,63,7,9,7.1,5.6,5.2,5.5,2.0,C,Đạt,3,3,0,1
16444,832,1,3,12,64,7,5,5.3,5.9,5.2,5.3,1.0,D,Đạt,3,3,0,1
16445,832,1,3,12,65,7,1,5.9,8.1,5.3,5.9,2.0,C,Đạt,3,3,0,1
16446,832,1,3,12,66,7,5,10.0,8.7,8.1,8.4,3.0,B,Đạt,2,2,0,1
16447,832,1,3,12,67,8,8,8.7,9.6,7.6,8.1,3.0,B,Đạt,3,3,0,1
16448,832,1,3,12,68,8,11,3.1,3.3,2.7,2.8,0.0,F,Không đạt,3,0,3,1
16449,832,1,3,12,69,8,8,3.9,3.6,2.9,3.1,0.0,F,Không đạt,3,0,3,1
16450,832,1,3,12,70,8,4,6.1,6.8,5.4,5.7,2.0,C,Đạt,3,3,0,1
16451,833,1,3,12,58,5,10,8.6,7.3,6.9,7.2,3.0,B,Đạt,3,3,0,1
16452,833,1,3,12,59,5,10,9.6,9.1,8.2,8.5,4.0,A,Đạt,3,3,0,1
16453,833,1,3,12,60,5,11,6.0,6.0,6.1,6.1,2.0,C,Đạt,3,3,0,1
16454,833,1,3,12,4,5,5,8.7,8.3,8.6,8.6,4.0,A,Đạt,2,2,0,1
16455,833,1,3,12,61,6,4,9.2,9.2,7.7,8.2,3.0,B,Đạt,3,3,0,1
16456,833,1,3,12,6,6,10,8.2,8.2,7.5,7.7,3.0,B,Đạt,3,3,0,1
16457,833,1,3,12,62,6,11,10.0,8.5,9.2,9.1,4.0,A,Đạt,3,3,0,1
16458,833,1,3,12,7,6,5,9.2,7.0,8.3,8.1,3.0,B,Đạt,3,3,0,1
16459,833,1,3,12,63,7,8,9.3,9.5,7.4,8.0,3.0,B,Đạt,3,3,0,1
16460,833,1,3,12,64,7,11,2.3,3.9,1.4,2.0,0.0,F,Không đạt,3,0,3,1
16461,833,1,3,12,65,7,3,7.4,5.8,5.7,5.9,2.0,C,Đạt,3,3,0,1
16462,833,1,3,12,66,7,5,9.3,7.9,8.0,8.1,3.0,B,Đạt,2,2,0,1
16463,833,1,3,12,67,8,8,4.9,4.6,3.5,3.8,0.0,F,Không đạt,3,0,3,1
16464,833,1,3,12,68,8,9,8.2,5.8,7.5,7.2,3.0,B,Đạt,3,3,0,1
16465,833,1,3,12,69,8,2,6.4,6.0,6.9,6.7,2.0,C,Đạt,3,3,0,1
16466,833,1,3,12,70,8,5,2.5,3.8,3.2,3.2,0.0,F,Không đạt,3,0,3,1
16467,834,1,3,12,58,5,12,9.1,6.5,7.6,7.5,3.0,B,Đạt,3,3,0,1
16468,834,1,3,12,59,5,6,7.9,8.3,7.9,8.0,3.0,B,Đạt,3,3,0,1
16469,834,1,3,12,60,5,11,7.0,6.7,7.4,7.2,3.0,B,Đạt,3,3,0,1
16470,834,1,3,12,4,5,12,8.6,7.6,8.4,8.3,3.0,B,Đạt,2,2,0,1
16471,834,1,3,12,61,6,7,9.4,8.2,9.6,9.3,4.0,A,Đạt,3,3,0,1
16472,834,1,3,12,6,6,1,7.1,7.9,7.2,7.3,3.0,B,Đạt,3,3,0,1
16473,834,1,3,12,62,6,10,7.7,5.4,7.2,6.9,2.0,C,Đạt,3,3,0,1
16474,834,1,3,12,7,6,9,8.1,6.6,7.7,7.5,3.0,B,Đạt,3,3,0,1
16475,834,1,3,12,63,7,8,8.5,6.0,7.7,7.4,3.0,B,Đạt,3,3,0,1
16476,834,1,3,12,64,7,12,6.7,5.6,6.9,6.6,2.0,C,Đạt,3,3,0,1
16477,834,1,3,12,65,7,8,8.8,8.5,5.1,6.2,2.0,C,Đạt,3,3,0,1
16478,834,1,3,12,66,7,2,3.9,3.8,3.9,3.9,0.0,F,Không đạt,2,0,2,1
16479,834,1,3,12,67,8,6,8.4,5.6,6.0,6.2,2.0,C,Đạt,3,3,0,1
16480,834,1,3,12,68,8,4,10.0,8.3,8.9,8.9,4.0,A,Đạt,3,3,0,1
16481,834,1,3,12,69,8,4,7.3,6.0,7.0,6.9,2.0,C,Đạt,3,3,0,1
16482,834,1,3,12,70,8,12,0.0,1.0,0.9,0.8,0.0,F,Không đạt,3,0,3,1
16483,835,1,3,12,58,5,1,8.9,9.7,6.6,7.5,3.0,B,Đạt,3,3,0,1
16484,835,1,3,12,59,5,2,1.2,0.2,1.6,1.3,0.0,F,Không đạt,3,0,3,1
16485,835,1,3,12,60,5,2,7.8,8.4,6.7,7.1,3.0,B,Đạt,3,3,0,1
16486,835,1,3,12,4,5,2,7.0,7.9,5.3,6.0,2.0,C,Đạt,2,2,0,1
16487,835,1,3,12,61,6,3,7.3,9.2,8.1,8.3,3.0,B,Đạt,3,3,0,1
16488,835,1,3,12,6,6,5,7.5,8.8,6.1,6.8,2.0,C,Đạt,3,3,0,1
16489,835,1,3,12,62,6,7,7.7,7.3,8.6,8.2,3.0,B,Đạt,3,3,0,1
16490,835,1,3,12,7,6,5,6.0,6.2,5.3,5.6,2.0,C,Đạt,3,3,0,1
16491,835,1,3,12,63,7,11,6.5,6.1,4.9,5.3,1.0,D,Đạt,3,3,0,1
16492,835,1,3,12,64,7,1,5.3,7.4,5.6,5.9,2.0,C,Đạt,3,3,0,1
16493,835,1,3,12,65,7,2,7.2,7.8,7.1,7.3,3.0,B,Đạt,3,3,0,1
16494,835,1,3,12,66,7,5,7.8,6.3,7.6,7.3,3.0,B,Đạt,2,2,0,1
16495,835,1,3,12,67,8,6,5.6,5.9,5.8,5.8,2.0,C,Đạt,3,3,0,1
16496,835,1,3,12,68,8,11,3.4,2.0,2.2,2.3,0.0,F,Không đạt,3,0,3,1
16497,835,1,3,12,69,8,11,7.5,6.0,7.3,7.1,3.0,B,Đạt,3,3,0,1
16498,835,1,3,12,70,8,11,8.8,9.1,7.2,7.7,3.0,B,Đạt,3,3,0,1
16499,836,1,3,12,58,5,12,7.8,8.0,7.0,7.3,3.0,B,Đạt,3,3,0,1
16500,836,1,3,12,59,5,3,6.8,5.0,6.6,6.3,2.0,C,Đạt,3,3,0,1
16501,836,1,3,12,60,5,10,7.6,8.0,7.4,7.6,3.0,B,Đạt,3,3,0,1
16502,836,1,3,12,4,5,10,9.0,8.8,7.3,7.8,3.0,B,Đạt,2,2,0,1
16503,836,1,3,12,61,6,9,8.7,6.3,7.3,7.3,3.0,B,Đạt,3,3,0,1
16504,836,1,3,12,6,6,7,8.7,8.8,7.2,7.7,3.0,B,Đạt,3,3,0,1
16505,836,1,3,12,62,6,7,6.7,7.3,8.0,7.7,3.0,B,Đạt,3,3,0,1
16506,836,1,3,12,7,6,4,2.9,2.9,1.4,1.9,0.0,F,Không đạt,3,0,3,1
16507,836,1,3,12,63,7,10,6.3,8.2,6.7,7.0,3.0,B,Đạt,3,3,0,1
16508,836,1,3,12,64,7,5,6.8,7.2,5.2,5.8,2.0,C,Đạt,3,3,0,1
16509,836,1,3,12,65,7,7,8.1,9.2,8.7,8.7,4.0,A,Đạt,3,3,0,1
16510,836,1,3,12,66,7,3,5.4,4.8,4.5,4.7,1.0,D,Đạt,2,2,0,1
16511,836,1,3,12,67,8,2,1.9,2.7,2.3,2.4,0.0,F,Không đạt,3,0,3,1
16512,836,1,3,12,68,8,5,8.5,6.7,7.4,7.4,3.0,B,Đạt,3,3,0,1
16513,836,1,3,12,69,8,5,7.5,7.8,7.8,7.8,3.0,B,Đạt,3,3,0,1
16514,836,1,3,12,70,8,12,7.1,6.0,6.4,6.4,2.0,C,Đạt,3,3,0,1
16515,837,1,3,12,58,5,2,6.0,6.2,6.0,6.0,2.0,C,Đạt,3,3,0,1
16516,837,1,3,12,59,5,9,8.3,6.4,7.5,7.3,3.0,B,Đạt,3,3,0,1
16517,837,1,3,12,60,5,1,8.4,6.5,6.2,6.5,2.0,C,Đạt,3,3,0,1
16518,837,1,3,12,4,5,8,5.4,6.0,5.1,5.3,1.0,D,Đạt,2,2,0,1
16519,837,1,3,12,61,6,6,5.3,5.9,6.3,6.1,2.0,C,Đạt,3,3,0,1
16520,837,1,3,12,6,6,11,1.0,1.6,1.6,1.5,0.0,F,Không đạt,3,0,3,1
16521,837,1,3,12,62,6,4,6.7,7.3,6.9,7.0,3.0,B,Đạt,3,3,0,1
16522,837,1,3,12,7,6,9,7.1,6.0,6.8,6.6,2.0,C,Đạt,3,3,0,1
16523,837,1,3,12,63,7,12,5.7,5.1,4.8,5.0,1.0,D,Đạt,3,3,0,1
16524,837,1,3,12,64,7,9,5.0,5.7,5.9,5.7,2.0,C,Đạt,3,3,0,1
16525,837,1,3,12,65,7,4,6.7,5.9,4.7,5.1,1.0,D,Đạt,3,3,0,1
16526,837,1,3,12,66,7,4,7.3,5.5,6.7,6.5,2.0,C,Đạt,2,2,0,1
16527,837,1,3,12,67,8,2,4.4,7.2,5.1,5.4,1.0,D,Đạt,3,3,0,1
16528,837,1,3,12,68,8,8,7.9,4.7,6.8,6.5,2.0,C,Đạt,3,3,0,1
16529,837,1,3,12,69,8,5,7.6,6.7,6.7,6.8,2.0,C,Đạt,3,3,0,1
16530,837,1,3,12,70,8,8,5.9,6.6,4.7,5.2,1.0,D,Đạt,3,3,0,1
16531,838,1,3,13,58,7,12,8.2,10.0,7.2,7.9,3.0,B,Đạt,3,3,0,1
16532,838,1,3,13,59,7,1,8.5,7.3,6.5,6.9,2.0,C,Đạt,3,3,0,1
16533,838,1,3,13,60,7,12,7.4,6.5,6.6,6.7,2.0,C,Đạt,3,3,0,1
16534,838,1,3,13,4,7,11,8.5,8.1,7.2,7.5,3.0,B,Đạt,2,2,0,1
16535,838,1,3,13,61,8,6,6.8,7.8,7.5,7.5,3.0,B,Đạt,3,3,0,1
16536,838,1,3,13,6,8,11,5.2,4.0,4.0,4.1,1.0,D,Đạt,3,3,0,1
16537,838,1,3,13,62,8,1,10.0,7.6,9.8,9.4,4.0,A,Đạt,3,3,0,1
16538,838,1,3,13,7,8,8,6.3,5.7,5.6,5.7,2.0,C,Đạt,3,3,0,1
16539,839,1,3,13,58,7,12,8.4,7.2,8.0,7.9,3.0,B,Đạt,3,3,0,1
16540,839,1,3,13,59,7,4,7.9,7.2,7.1,7.2,3.0,B,Đạt,3,3,0,1
16541,839,1,3,13,60,7,7,7.4,7.3,6.0,6.4,2.0,C,Đạt,3,3,0,1
16542,839,1,3,13,4,7,4,5.7,5.7,5.6,5.6,2.0,C,Đạt,2,2,0,1
16543,839,1,3,13,61,8,4,8.3,6.8,7.3,7.3,3.0,B,Đạt,3,3,0,1
16544,839,1,3,13,6,8,1,6.7,6.4,5.9,6.1,2.0,C,Đạt,3,3,0,1
16545,839,1,3,13,62,8,8,8.7,8.7,8.6,8.6,4.0,A,Đạt,3,3,0,1
16546,839,1,3,13,7,8,4,6.4,7.0,5.5,5.9,2.0,C,Đạt,3,3,0,1
16547,840,1,3,13,58,7,7,6.5,6.7,6.7,6.7,2.0,C,Đạt,3,3,0,1
16548,840,1,3,13,59,7,6,8.3,9.0,7.9,8.2,3.0,B,Đạt,3,3,0,1
16549,840,1,3,13,60,7,10,7.0,5.5,5.8,5.9,2.0,C,Đạt,3,3,0,1
16550,840,1,3,13,4,7,2,8.2,7.7,9.2,8.8,4.0,A,Đạt,2,2,0,1
16551,840,1,3,13,61,8,1,8.4,9.1,7.3,7.8,3.0,B,Đạt,3,3,0,1
16552,840,1,3,13,6,8,8,10.0,8.4,8.4,8.5,4.0,A,Đạt,3,3,0,1
16553,840,1,3,13,62,8,8,8.5,8.7,8.0,8.2,3.0,B,Đạt,3,3,0,1
16554,840,1,3,13,7,8,2,6.2,7.8,7.0,7.1,3.0,B,Đạt,3,3,0,1
16555,841,1,3,13,58,7,6,7.7,8.8,8.2,8.3,3.0,B,Đạt,3,3,0,1
16556,841,1,3,13,59,7,8,8.0,8.9,6.7,7.2,3.0,B,Đạt,3,3,0,1
16557,841,1,3,13,60,7,5,8.6,7.0,6.9,7.1,3.0,B,Đạt,3,3,0,1
16558,841,1,3,13,4,7,1,8.9,8.3,7.8,8.0,3.0,B,Đạt,2,2,0,1
16559,841,1,3,13,61,8,1,4.6,5.8,5.5,5.5,2.0,C,Đạt,3,3,0,1
16560,841,1,3,13,6,8,5,2.3,1.9,2.8,2.6,0.0,F,Không đạt,3,0,3,1
16561,841,1,3,13,62,8,9,6.1,5.9,5.4,5.6,2.0,C,Đạt,3,3,0,1
16562,841,1,3,13,7,8,7,8.2,6.7,7.4,7.4,3.0,B,Đạt,3,3,0,1
16563,842,1,3,13,58,7,1,9.4,8.3,8.1,8.2,3.0,B,Đạt,3,3,0,1
16564,842,1,3,13,59,7,1,9.0,9.8,7.8,8.3,3.0,B,Đạt,3,3,0,1
16565,842,1,3,13,60,7,8,9.0,7.1,8.7,8.4,3.0,B,Đạt,3,3,0,1
16566,842,1,3,13,4,7,9,7.9,5.4,7.5,7.1,3.0,B,Đạt,2,2,0,1
16567,842,1,3,13,61,8,1,7.5,7.3,7.6,7.5,3.0,B,Đạt,3,3,0,1
16568,842,1,3,13,6,8,12,3.6,3.2,2.6,2.8,0.0,F,Không đạt,3,0,3,1
16569,842,1,3,13,62,8,1,8.2,8.2,8.0,8.0,3.0,B,Đạt,3,3,0,1
16570,842,1,3,13,7,8,1,7.6,8.4,9.3,9.0,4.0,A,Đạt,3,3,0,1
16571,843,1,3,13,58,7,3,8.3,10.0,8.1,8.5,4.0,A,Đạt,3,3,0,1
16572,843,1,3,13,59,7,2,10.0,9.1,8.2,8.6,4.0,A,Đạt,3,3,0,1
16573,843,1,3,13,60,7,11,6.7,7.1,6.9,6.9,2.0,C,Đạt,3,3,0,1
16574,843,1,3,13,4,7,3,9.5,8.7,9.8,9.6,4.0,A,Đạt,2,2,0,1
16575,843,1,3,13,61,8,11,7.9,8.3,8.1,8.1,3.0,B,Đạt,3,3,0,1
16576,843,1,3,13,6,8,8,9.2,8.1,8.3,8.4,3.0,B,Đạt,3,3,0,1
16577,843,1,3,13,62,8,2,8.6,8.6,7.1,7.6,3.0,B,Đạt,3,3,0,1
16578,843,1,3,13,7,8,2,5.3,4.3,2.7,3.3,0.0,F,Không đạt,3,0,3,1
16579,844,1,3,13,58,7,12,8.9,8.4,8.0,8.1,3.0,B,Đạt,3,3,0,1
16580,844,1,3,13,59,7,5,3.6,1.2,3.7,3.2,0.0,F,Không đạt,3,0,3,1
16581,844,1,3,13,60,7,9,6.6,7.0,6.3,6.4,2.0,C,Đạt,3,3,0,1
16582,844,1,3,13,4,7,3,6.6,6.2,6.6,6.5,2.0,C,Đạt,2,2,0,1
16583,844,1,3,13,61,8,6,8.9,7.5,6.6,7.0,3.0,B,Đạt,3,3,0,1
16584,844,1,3,13,6,8,11,6.5,6.5,4.8,5.3,1.0,D,Đạt,3,3,0,1
16585,844,1,3,13,62,8,1,3.5,4.5,2.9,3.2,0.0,F,Không đạt,3,0,3,1
16586,844,1,3,13,7,8,4,6.4,7.1,5.5,5.9,2.0,C,Đạt,3,3,0,1
16587,845,1,3,13,58,7,11,10.0,7.0,8.7,8.5,4.0,A,Đạt,3,3,0,1
16588,845,1,3,13,59,7,1,9.5,8.0,9.7,9.4,4.0,A,Đạt,3,3,0,1
16589,845,1,3,13,60,7,8,10.0,9.8,10.0,10.0,4.0,A,Đạt,3,3,0,1
16590,845,1,3,13,4,7,8,9.1,9.1,8.6,8.7,4.0,A,Đạt,2,2,0,1
16591,845,1,3,13,61,8,11,7.7,10.0,7.7,8.2,3.0,B,Đạt,3,3,0,1
16592,845,1,3,13,6,8,7,9.6,9.0,7.4,7.9,3.0,B,Đạt,3,3,0,1
16593,845,1,3,13,62,8,1,8.5,6.8,5.6,6.1,2.0,C,Đạt,3,3,0,1
16594,845,1,3,13,7,8,8,7.6,6.3,7.3,7.2,3.0,B,Đạt,3,3,0,1
16595,846,1,3,13,58,7,9,7.7,6.5,6.6,6.7,2.0,C,Đạt,3,3,0,1
16596,846,1,3,13,59,7,5,6.9,8.1,6.3,6.7,2.0,C,Đạt,3,3,0,1
16597,846,1,3,13,60,7,7,7.8,8.6,8.1,8.2,3.0,B,Đạt,3,3,0,1
16598,846,1,3,13,4,7,5,7.9,7.7,7.2,7.3,3.0,B,Đạt,2,2,0,1
16599,846,1,3,13,61,8,7,9.6,7.9,8.3,8.3,3.0,B,Đạt,3,3,0,1
16600,846,1,3,13,6,8,10,2.3,0.5,2.4,2.0,0.0,F,Không đạt,3,0,3,1
16601,846,1,3,13,62,8,9,3.2,3.1,2.6,2.8,0.0,F,Không đạt,3,0,3,1
16602,846,1,3,13,7,8,3,1.9,2.0,2.5,2.3,0.0,F,Không đạt,3,0,3,1
16603,847,1,3,13,58,7,6,7.0,8.0,7.5,7.6,3.0,B,Đạt,3,3,0,1
16604,847,1,3,13,59,7,11,10.0,7.5,8.1,8.2,3.0,B,Đạt,3,3,0,1
16605,847,1,3,13,60,7,11,7.1,7.1,7.2,7.1,3.0,B,Đạt,3,3,0,1
16606,847,1,3,13,4,7,11,5.4,7.7,6.1,6.4,2.0,C,Đạt,2,2,0,1
16607,847,1,3,13,61,8,10,3.9,4.8,3.2,3.6,0.0,F,Không đạt,3,0,3,1
16608,847,1,3,13,6,8,3,8.1,6.9,6.4,6.6,2.0,C,Đạt,3,3,0,1
16609,847,1,3,13,62,8,6,8.3,10.0,6.7,7.5,3.0,B,Đạt,3,3,0,1
16610,847,1,3,13,7,8,8,7.7,8.0,6.9,7.2,3.0,B,Đạt,3,3,0,1
16611,848,1,3,13,58,7,8,8.3,5.6,8.1,7.7,3.0,B,Đạt,3,3,0,1
16612,848,1,3,13,59,7,2,7.8,7.8,6.7,7.0,3.0,B,Đạt,3,3,0,1
16613,848,1,3,13,60,7,2,9.2,9.5,7.7,8.2,3.0,B,Đạt,3,3,0,1
16614,848,1,3,13,4,7,3,9.7,7.3,8.0,8.1,3.0,B,Đạt,2,2,0,1
16615,848,1,3,13,61,8,6,9.2,7.3,6.7,7.0,3.0,B,Đạt,3,3,0,1
16616,848,1,3,13,6,8,11,7.5,6.6,6.3,6.5,2.0,C,Đạt,3,3,0,1
16617,848,1,3,13,62,8,8,7.3,7.4,6.3,6.6,2.0,C,Đạt,3,3,0,1
16618,848,1,3,13,7,8,2,8.9,4.7,8.5,7.8,3.0,B,Đạt,3,3,0,1
16619,849,1,3,13,58,7,2,9.9,7.1,8.6,8.4,3.0,B,Đạt,3,3,0,1
16620,849,1,3,13,59,7,8,8.7,8.6,7.5,7.9,3.0,B,Đạt,3,3,0,1
16621,849,1,3,13,60,7,11,9.8,10.0,7.6,8.3,3.0,B,Đạt,3,3,0,1
16622,849,1,3,13,4,7,5,8.3,10.0,8.2,8.6,4.0,A,Đạt,2,2,0,1
16623,849,1,3,13,61,8,9,8.3,8.0,7.4,7.6,3.0,B,Đạt,3,3,0,1
16624,849,1,3,13,6,8,11,7.5,8.9,7.4,7.7,3.0,B,Đạt,3,3,0,1
16625,849,1,3,13,62,8,1,9.6,10.0,9.0,9.3,4.0,A,Đạt,3,3,0,1
16626,849,1,3,13,7,8,11,7.4,5.7,6.7,6.6,2.0,C,Đạt,3,3,0,1
16627,850,1,3,13,58,7,10,10.0,9.3,9.5,9.5,4.0,A,Đạt,3,3,0,1
16628,850,1,3,13,59,7,10,7.6,8.6,7.4,7.7,3.0,B,Đạt,3,3,0,1
16629,850,1,3,13,60,7,7,7.4,7.0,7.4,7.4,3.0,B,Đạt,3,3,0,1
16630,850,1,3,13,4,7,4,7.9,9.2,8.1,8.3,3.0,B,Đạt,2,2,0,1
16631,850,1,3,13,61,8,2,9.4,8.9,8.7,8.8,4.0,A,Đạt,3,3,0,1
16632,850,1,3,13,6,8,6,3.3,2.9,2.9,2.9,0.0,F,Không đạt,3,0,3,1
16633,850,1,3,13,62,8,6,8.9,6.4,7.5,7.4,3.0,B,Đạt,3,3,0,1
16634,850,1,3,13,7,8,5,7.1,6.6,7.9,7.5,3.0,B,Đạt,3,3,0,1
16635,851,1,3,13,58,7,7,9.5,9.2,7.6,8.1,3.0,B,Đạt,3,3,0,1
16636,851,1,3,13,59,7,9,7.7,6.5,7.0,7.0,3.0,B,Đạt,3,3,0,1
16637,851,1,3,13,60,7,1,9.0,9.3,8.0,8.4,3.0,B,Đạt,3,3,0,1
16638,851,1,3,13,4,7,6,7.7,6.2,8.0,7.6,3.0,B,Đạt,2,2,0,1
16639,851,1,3,13,61,8,6,8.2,8.4,7.9,8.1,3.0,B,Đạt,3,3,0,1
16640,851,1,3,13,6,8,12,1.5,2.8,2.5,2.5,0.0,F,Không đạt,3,0,3,1
16641,851,1,3,13,62,8,1,9.4,9.2,7.2,7.8,3.0,B,Đạt,3,3,0,1
16642,851,1,3,13,7,8,9,2.3,3.0,3.1,3.0,0.0,F,Không đạt,3,0,3,1
16643,852,1,3,13,58,7,12,6.7,7.8,6.7,6.9,2.0,C,Đạt,3,3,0,1
16644,852,1,3,13,59,7,2,8.2,7.3,8.2,8.0,3.0,B,Đạt,3,3,0,1
16645,852,1,3,13,60,7,10,9.4,7.6,8.8,8.6,4.0,A,Đạt,3,3,0,1
