DiemRenLuyenKey,SinhVienKey,KhoaKey,NganhKey,LopKey,HocKyKey,DiemYThucHocTap,DiemChapHanhNoiQuy,DiemHoatDongPhongTrao,DiemCongDong,DiemTongRenLuyen,XepLoaiRenLuyenKey
2594,487,1,2,8,8,26,20,23,17,86,2
2595,488,1,2,8,5,28,23,21,14,86,2
2596,488,1,2,8,6,27,22,21,16,86,2
2597,488,1,2,8,7,24,19,15,17,75,3
2598,488,1,2,8,8,24,23,23,17,87,2
2599,489,1,2,8,5,26,19,19,11,75,3
2600,489,1,2,8,6,27,22,22,20,91,1
2601,489,1,2,8,7,22,18,20,13,73,3
2602,489,1,2,8,8,23,19,23,13,78,3
2603,490,1,2,8,5,22,21,23,13,79,3
2604,490,1,2,8,6,28,25,23,15,91,1
2605,490,1,2,8,7,25,23,21,15,84,2
2606,490,1,2,8,8,20,17,19,20,76,3
2607,491,1,2,8,5,25,20,21,18,84,2
2608,491,1,2,8,6,26,22,25,13,86,2
2609,491,1,2,8,7,24,18,20,16,78,3
2610,491,1,2,8,8,23,18,19,20,80,2
2611,492,1,2,8,5,23,19,21,11,74,3
2612,492,1,2,8,6,27,20,21,18,86,2
2613,492,1,2,8,7,28,21,18,16,83,2
2614,492,1,2,8,8,28,20,20,20,88,2
2615,493,1,2,8,5,28,24,23,13,88,2
2616,493,1,2,8,6,24,15,18,17,74,3
2617,493,1,2,8,7,25,16,15,20,76,3
2618,493,1,2,8,8,22,17,22,12,73,3
2619,494,1,2,8,5,22,21,21,15,79,3
2620,494,1,2,8,6,26,23,22,14,85,2
2621,494,1,2,8,7,27,22,22,19,90,1
2622,494,1,2,8,8,30,20,24,12,86,2
2623,495,1,2,8,5,22,19,25,17,83,2
2624,495,1,2,8,6,26,17,21,16,80,2
2625,495,1,2,8,7,23,20,21,20,84,2
2626,495,1,2,8,8,22,19,14,18,73,3
2627,496,1,2,8,5,25,21,25,11,82,2
2628,496,1,2,8,6,25,19,23,18,85,2
2629,496,1,2,8,7,17,19,18,20,74,3
2630,496,1,2,8,8,26,21,18,20,85,2
2631,497,1,2,8,5,25,25,25,20,95,1
2632,497,1,2,8,6,25,17,16,16,74,3
2633,497,1,2,8,7,20,17,15,12,64,4
2634,497,1,2,8,8,23,16,18,14,71,3
2635,498,1,2,8,5,19,17,17,18,71,3
2636,498,1,2,8,6,30,24,24,17,95,1
2637,498,1,2,8,7,26,19,18,20,83,2
2638,498,1,2,8,8,18,15,12,18,63,4
2639,499,1,2,8,5,23,22,23,13,81,2
2640,499,1,2,8,6,20,17,12,20,69,3
2641,499,1,2,8,7,25,19,25,17,86,2
2642,499,1,2,8,8,20,17,13,20,70,3
2643,500,1,2,8,5,23,18,24,15,80,2
2644,500,1,2,8,6,21,18,19,20,78,3
2645,500,1,2,8,7,26,20,24,7,77,3
2646,500,1,2,8,8,28,23,22,7,80,2
2647,501,1,2,8,5,30,25,23,13,91,1
2648,501,1,2,8,6,23,21,16,18,78,3
2649,501,1,2,8,7,29,20,16,12,77,3
2650,501,1,2,8,8,28,17,21,10,76,3
2651,502,1,2,8,5,30,25,25,18,98,1
2652,502,1,2,8,6,30,24,20,20,94,1
2653,502,1,2,8,7,26,21,24,17,88,2
2654,502,1,2,8,8,24,18,19,20,81,2
2655,503,1,2,8,5,22,21,19,20,82,2
2656,503,1,2,8,6,26,24,21,14,85,2
2657,503,1,2,8,7,28,25,16,20,89,2
2658,503,1,2,8,8,28,24,25,16,93,1
2659,504,1,2,8,5,26,20,24,9,79,3
2660,504,1,2,8,6,30,23,19,17,89,2
2661,504,1,2,8,7,21,17,24,18,80,2
2662,504,1,2,8,8,22,18,18,13,71,3
2663,505,1,2,8,5,25,24,20,11,80,2
2664,505,1,2,8,6,27,17,17,19,80,2
2665,505,1,2,8,7,26,22,21,19,88,2
2666,505,1,2,8,8,20,13,17,20,70,3
2667,506,1,2,8,5,26,20,23,17,86,2
2668,506,1,2,8,6,22,17,19,18,76,3
2669,506,1,2,8,7,21,21,19,14,75,3
2670,506,1,2,8,8,27,19,19,17,82,2
2671,507,1,2,8,5,26,21,25,17,89,2
2672,507,1,2,8,6,25,20,19,19,83,2
2673,507,1,2,8,7,24,20,18,19,81,2
2674,507,1,2,8,8,23,20,18,17,78,3
2675,508,1,2,8,5,28,23,25,20,96,1
2676,508,1,2,8,6,27,25,20,17,89,2
2677,508,1,2,8,7,23,21,19,15,78,3
2678,508,1,2,8,8,28,22,20,20,90,1
2679,509,1,2,8,5,26,22,25,20,93,1
2680,509,1,2,8,6,21,20,18,20,79,3
2681,509,1,2,8,7,25,21,22,11,79,3
2682,509,1,2,8,8,28,19,19,14,80,2
2683,510,1,2,8,5,27,19,25,11,82,2
2684,510,1,2,8,6,28,24,25,8,85,2
2685,510,1,2,8,7,27,25,23,17,92,1
2686,510,1,2,8,8,30,25,22,10,87,2
2687,511,1,2,8,5,29,24,25,15,93,1
2688,511,1,2,8,6,23,21,18,16,78,3
2689,511,1,2,8,7,23,18,15,19,75,3
2690,511,1,2,8,8,24,23,17,14,78,3
2691,512,1,2,8,5,30,22,25,13,90,1
2692,512,1,2,8,6,26,24,18,20,88,2
2693,512,1,2,8,7,21,17,23,9,70,3
2694,512,1,2,8,8,25,19,17,19,80,2
2695,513,1,2,8,5,24,19,18,18,79,3
2696,513,1,2,8,6,23,23,15,15,76,3
2697,513,1,2,8,7,20,19,15,12,66,3
2698,513,1,2,8,8,23,20,21,17,81,2
2699,514,1,2,8,5,24,17,11,17,69,3
2700,514,1,2,8,6,25,22,21,12,80,2
2701,514,1,2,8,7,25,19,18,17,79,3
2702,514,1,2,8,8,22,18,23,8,71,3
2703,515,1,2,8,5,19,23,20,16,78,3
2704,515,1,2,8,6,21,17,17,17,72,3
2705,515,1,2,8,7,22,17,17,20,76,3
2706,515,1,2,8,8,22,19,15,20,76,3
2707,516,1,2,8,5,29,18,21,17,85,2
2708,516,1,2,8,6,28,19,21,17,85,2
2709,516,1,2,8,7,22,19,18,20,79,3
2710,516,1,2,8,8,22,21,23,11,77,3
2711,517,1,2,8,5,25,17,16,18,76,3
2712,517,1,2,8,6,21,21,22,14,78,3
2713,517,1,2,8,7,18,17,22,8,65,3
2714,517,1,2,8,8,27,21,24,9,81,2
2715,518,1,2,8,5,28,22,24,14,88,2
2716,518,1,2,8,6,24,20,19,17,80,2
2717,518,1,2,8,7,28,20,25,15,88,2
2718,518,1,2,8,8,27,21,23,20,91,1
2719,519,1,2,8,5,26,18,22,20,86,2
2720,519,1,2,8,6,30,25,25,15,95,1
2721,519,1,2,8,7,30,24,21,16,91,1
2722,519,1,2,8,8,21,16,20,10,67,3
2723,520,1,2,8,5,28,22,24,11,85,2
2724,520,1,2,8,6,25,21,19,20,85,2
2725,520,1,2,8,7,24,18,22,12,76,3
2726,520,1,2,8,8,22,17,16,16,71,3
2727,521,1,2,8,5,23,18,20,19,80,2
2728,521,1,2,8,6,17,17,17,11,62,4
2729,521,1,2,8,7,24,23,22,12,81,2
2730,521,1,2,8,8,21,19,20,9,69,3
2731,522,1,2,8,5,26,25,25,14,90,1
2732,522,1,2,8,6,19,16,18,16,69,3
2733,522,1,2,8,7,26,18,21,19,84,2
2734,522,1,2,8,8,24,20,20,15,79,3
2735,523,1,2,8,5,26,24,24,15,89,2
2736,523,1,2,8,6,27,24,20,14,85,2
2737,523,1,2,8,7,21,17,24,8,70,3
2738,523,1,2,8,8,21,16,16,20,73,3
2739,524,1,2,8,5,27,22,23,19,91,1
2740,524,1,2,8,6,23,19,21,19,82,2
2741,524,1,2,8,7,27,18,24,18,87,2
2742,524,1,2,8,8,24,21,17,20,82,2
2743,525,1,2,8,5,24,17,19,19,79,3
2744,525,1,2,8,6,22,22,21,20,85,2
2745,525,1,2,8,7,27,18,16,12,73,3
2746,525,1,2,8,8,26,21,20,12,79,3
2747,526,1,2,8,5,26,20,19,14,79,3
2748,526,1,2,8,6,30,22,20,17,89,2
2749,526,1,2,8,7,29,25,16,20,90,1
2750,526,1,2,8,8,25,22,19,13,79,3
2751,527,1,2,8,5,20,19,20,16,75,3
2752,527,1,2,8,6,24,21,18,20,83,2
2753,527,1,2,8,7,21,18,21,18,78,3
2754,527,1,2,8,8,19,18,24,13,74,3
2755,528,1,2,8,5,28,19,17,20,84,2
2756,528,1,2,8,6,30,24,23,15,92,1
2757,528,1,2,8,7,27,19,18,20,84,2
2758,528,1,2,8,8,29,18,18,17,82,2
2759,529,1,2,8,5,28,17,21,17,83,2
2760,529,1,2,8,6,23,20,22,18,83,2
2761,529,1,2,8,7,26,18,20,16,80,2
2762,529,1,2,8,8,21,15,20,16,72,3
2763,530,1,2,8,5,27,24,21,14,86,2
2764,530,1,2,8,6,23,21,22,16,82,2
2765,530,1,2,8,7,22,18,19,20,79,3
2766,530,1,2,8,8,23,19,19,19,80,2
2767,531,1,2,8,5,19,18,16,16,69,3
2768,531,1,2,8,6,27,25,21,15,88,2
2769,531,1,2,8,7,21,20,16,20,77,3
2770,531,1,2,8,8,26,18,18,13,75,3
2771,532,1,2,8,5,24,20,25,10,79,3
2772,532,1,2,8,6,29,22,22,14,87,2
2773,532,1,2,8,7,23,16,18,14,71,3
2774,532,1,2,8,8,21,17,21,11,70,3
2775,533,1,2,8,5,27,24,25,15,91,1
2776,533,1,2,8,6,24,20,15,15,74,3
2777,533,1,2,8,7,27,21,21,12,81,2
2778,533,1,2,8,8,26,20,24,14,84,2
2779,534,1,2,8,5,20,20,24,16,80,2
2780,534,1,2,8,6,25,19,22,17,83,2
2781,534,1,2,8,7,19,16,21,14,70,3
2782,534,1,2,8,8,24,15,19,15,73,3
2783,535,1,2,8,5,23,19,21,19,82,2
2784,535,1,2,8,6,29,22,25,16,92,1
2785,535,1,2,8,7,28,22,20,16,86,2
2786,535,1,2,8,8,22,18,18,17,75,3
2787,536,1,2,8,5,28,20,22,16,86,2
2788,536,1,2,8,6,28,18,19,19,84,2
2789,536,1,2,8,7,23,21,20,12,76,3
2790,536,1,2,8,8,24,19,17,16,76,3
2791,537,1,2,8,5,25,22,19,16,82,2
2792,537,1,2,8,6,28,22,18,20,88,2
2793,537,1,2,8,7,26,18,23,15,82,2
2794,537,1,2,8,8,24,18,21,16,79,3
2795,538,1,2,8,5,21,17,16,20,74,3
2796,538,1,2,8,6,26,22,21,20,89,2
2797,538,1,2,8,7,25,24,23,17,89,2
2798,538,1,2,8,8,24,21,23,12,80,2
2799,539,1,2,8,5,27,19,23,15,84,2
2800,539,1,2,8,6,23,20,17,16,76,3
2801,539,1,2,8,7,25,18,20,9,72,3
2802,539,1,2,8,8,17,15,15,5,52,4
2803,540,1,2,8,5,27,25,25,20,97,1
2804,540,1,2,8,6,26,21,17,20,84,2
2805,540,1,2,8,7,21,20,18,18,77,3
2806,540,1,2,8,8,21,17,12,20,70,3
2807,541,1,2,8,5,30,23,25,20,98,1
2808,541,1,2,8,6,29,23,22,16,90,1
2809,541,1,2,8,7,23,15,16,14,68,3
2810,541,1,2,8,8,24,19,21,19,83,2
2811,542,1,2,8,5,30,22,21,19,92,1
2812,542,1,2,8,6,21,23,16,19,79,3
2813,542,1,2,8,7,26,24,25,9,84,2
2814,542,1,2,8,8,25,22,20,20,87,2
2815,543,1,2,8,5,21,22,20,9,72,3
2816,543,1,2,8,6,18,20,14,20,72,3
2817,543,1,2,8,7,19,20,17,20,76,3
2818,543,1,2,8,8,20,16,20,19,75,3
2819,544,1,2,8,5,20,22,22,13,77,3
2820,544,1,2,8,6,24,22,21,15,82,2
2821,544,1,2,8,7,23,20,20,14,77,3
2822,544,1,2,8,8,26,22,22,20,90,1
2823,545,1,2,8,5,24,21,21,10,76,3
2824,545,1,2,8,6,22,17,19,18,76,3
2825,545,1,2,8,7,22,21,23,6,72,3
2826,545,1,2,8,8,25,22,18,20,85,2
2827,546,1,2,8,5,26,25,20,20,91,1
2828,546,1,2,8,6,29,21,23,15,88,2
2829,546,1,2,8,7,29,19,22,15,85,2
2830,546,1,2,8,8,25,18,22,12,77,3
2831,547,1,2,8,5,24,20,24,18,86,2
2832,547,1,2,8,6,25,22,19,20,86,2
2833,547,1,2,8,7,27,19,16,15,77,3
2834,547,1,2,8,8,23,16,19,18,76,3
2835,548,1,2,8,5,26,21,23,17,87,2
2836,548,1,2,8,6,23,19,12,18,72,3
2837,548,1,2,8,7,20,17,14,9,60,4
2838,548,1,2,8,8,20,19,20,18,77,3
2839,549,1,2,8,5,27,22,20,15,84,2
2840,549,1,2,8,6,21,20,20,17,78,3
2841,549,1,2,8,7,29,20,19,20,88,2
2842,549,1,2,8,8,28,23,22,13,86,2
2843,550,1,2,8,5,22,17,19,15,73,3
2844,550,1,2,8,6,24,18,19,19,80,2
2845,550,1,2,8,7,19,17,13,17,66,3
2846,550,1,2,8,8,22,20,17,16,75,3
2847,551,1,2,8,5,30,25,25,15,95,1
2848,551,1,2,8,6,26,20,16,12,74,3
2849,551,1,2,8,7,20,19,16,20,75,3
2850,551,1,2,8,8,20,15,17,11,63,4
2851,552,1,2,8,5,26,18,22,20,86,2
2852,552,1,2,8,6,30,25,25,20,100,1
2853,552,1,2,8,7,28,20,20,13,81,2
2854,552,1,2,8,8,19,15,18,10,62,4
2855,553,1,2,8,5,20,23,21,17,81,2
2856,553,1,2,8,6,23,23,23,20,89,2
2857,553,1,2,8,7,24,20,23,9,76,3
2858,553,1,2,8,8,23,17,18,20,78,3
2859,554,1,2,8,5,28,25,21,15,89,2
2860,554,1,2,8,6,26,24,22,18,90,1
2861,554,1,2,8,7,22,22,15,14,73,3
2862,554,1,2,8,8,22,20,19,16,77,3
2863,555,1,2,8,5,22,20,17,14,73,3
2864,555,1,2,8,6,22,18,16,17,73,3
2865,555,1,2,8,7,25,22,20,16,83,2
2866,555,1,2,8,8,30,22,22,20,94,1
2867,556,1,2,8,5,28,23,25,13,89,2
2868,556,1,2,8,6,24,19,18,18,79,3
2869,556,1,2,8,7,27,21,25,11,84,2
2870,556,1,2,8,8,24,17,15,19,75,3
2871,557,1,2,8,5,25,21,23,8,77,3
2872,557,1,2,8,6,28,21,19,20,88,2
2873,557,1,2,8,7,22,17,15,12,66,3
2874,557,1,2,8,8,21,21,18,16,76,3
2875,558,1,2,8,5,21,13,14,20,68,3
2876,558,1,2,8,6,25,18,21,16,80,2
2877,558,1,2,8,7,22,20,12,20,74,3
2878,558,1,2,8,8,23,22,18,20,83,2
2879,559,1,2,9,7,27,22,20,15,84,2
2880,559,1,2,9,8,26,23,23,7,79,3
2881,560,1,2,9,7,28,19,24,17,88,2
2882,560,1,2,9,8,27,24,25,20,96,1
2883,561,1,2,9,7,29,22,20,19,90,1
2884,561,1,2,9,8,21,22,16,14,73,3
2885,562,1,2,9,7,24,21,18,18,81,2
2886,562,1,2,9,8,24,23,23,14,84,2
2887,563,1,2,9,7,22,18,23,12,75,3
2888,563,1,2,9,8,26,23,24,20,93,1
2889,564,1,2,9,7,28,25,21,17,91,1
2890,564,1,2,9,8,28,25,24,20,97,1
2891,565,1,2,9,7,26,20,15,15,76,3
2892,565,1,2,9,8,18,13,15,14,60,4
2893,566,1,2,9,7,22,18,23,15,78,3
2894,566,1,2,9,8,21,16,20,13,70,3
2895,567,1,2,9,7,27,18,20,18,83,2
2896,567,1,2,9,8,23,19,22,11,75,3
2897,568,1,2,9,7,24,20,22,12,78,3
2898,568,1,2,9,8,28,25,22,11,86,2
2899,569,1,2,9,7,25,21,19,15,80,2
2900,569,1,2,9,8,23,18,18,13,72,3
2901,570,1,2,9,7,30,24,21,20,95,1
2902,570,1,2,9,8,24,20,16,20,80,2
2903,571,1,2,9,7,23,24,22,16,85,2
2904,571,1,2,9,8,29,21,25,13,88,2
2905,572,1,2,9,7,24,25,19,14,82,2
2906,572,1,2,9,8,26,24,21,13,84,2
2907,573,1,2,9,7,27,25,25,15,92,1
2908,573,1,2,9,8,26,25,20,11,82,2
2909,574,1,2,9,7,27,25,20,15,87,2
2910,574,1,2,9,8,23,23,21,16,83,2
2911,575,1,2,9,7,27,24,21,18,90,1
2912,575,1,2,9,8,24,19,25,19,87,2
2913,576,1,2,9,7,26,25,25,18,94,1
2914,576,1,2,9,8,24,22,20,19,85,2
2915,577,1,2,9,7,23,19,22,11,75,3
2916,577,1,2,9,8,26,21,20,13,80,2
2917,578,1,2,9,7,20,19,17,20,76,3
2918,578,1,2,9,8,29,23,25,12,89,2
2919,579,1,2,9,7,28,25,24,20,97,1
2920,579,1,2,9,8,26,23,20,18,87,2
2921,580,1,2,9,7,21,19,25,4,69,3
2922,580,1,2,9,8,26,21,21,20,88,2
2923,581,1,2,9,7,26,22,17,19,84,2
2924,581,1,2,9,8,28,15,20,20,83,2
2925,582,1,2,9,7,26,20,17,20,83,2
2926,582,1,2,9,8,26,16,24,9,75,3
2927,583,1,2,9,7,30,24,23,14,91,1
2928,583,1,2,9,8,26,20,18,19,83,2
2929,584,1,2,9,7,25,24,25,19,93,1
2930,584,1,2,9,8,25,19,24,19,87,2
2931,585,1,2,9,7,27,24,21,17,89,2
2932,585,1,2,9,8,22,17,21,15,75,3
2933,586,1,2,9,7,26,20,25,18,89,2
2934,586,1,2,9,8,25,21,25,16,87,2
2935,587,1,2,9,7,25,21,18,20,84,2
2936,587,1,2,9,8,23,23,24,17,87,2
2937,588,1,2,9,7,28,21,20,15,84,2
2938,588,1,2,9,8,22,19,21,10,72,3
2939,589,1,2,9,7,24,23,21,10,78,3
2940,589,1,2,9,8,21,15,19,20,75,3
2941,590,1,2,9,7,23,21,23,15,82,2
2942,590,1,2,9,8,25,20,19,20,84,2
2943,591,1,2,9,7,22,22,20,16,80,2
2944,591,1,2,9,8,29,25,22,20,96,1
2945,592,1,2,9,7,22,19,25,16,82,2
2946,592,1,2,9,8,20,18,19,20,77,3
2947,593,1,2,9,7,23,19,18,10,70,3
2948,593,1,2,9,8,24,20,20,15,79,3
2949,594,1,2,9,7,26,20,25,17,88,2
2950,594,1,2,9,8,25,22,21,18,86,2
2951,595,1,2,9,7,24,22,18,17,81,2
2952,595,1,2,9,8,17,16,18,18,69,3
2953,596,1,2,9,7,28,22,18,20,88,2
2954,596,1,2,9,8,30,24,25,20,99,1
2955,597,1,2,9,7,28,21,25,20,94,1
2956,597,1,2,9,8,23,18,24,6,71,3
2957,598,1,2,9,7,27,25,25,20,97,1
2958,598,1,2,9,8,27,18,20,18,83,2
2959,599,1,2,9,7,23,21,21,9,74,3
2960,599,1,2,9,8,28,23,25,10,86,2
2961,600,1,2,9,7,28,22,25,18,93,1
2962,600,1,2,9,8,22,21,25,19,87,2
2963,601,1,2,9,7,26,25,19,17,87,2
2964,601,1,2,9,8,23,19,17,20,79,3
2965,602,1,2,9,7,24,22,24,14,84,2
2966,602,1,2,9,8,25,21,16,15,77,3
2967,603,1,2,9,7,30,22,23,14,89,2
2968,603,1,2,9,8,26,24,25,13,88,2
2969,604,1,2,9,7,24,21,21,18,84,2
2970,604,1,2,9,8,27,18,23,20,88,2
2971,605,1,2,9,7,28,23,25,20,96,1
2972,605,1,2,9,8,28,23,19,17,87,2
2973,606,1,2,9,7,26,23,25,17,91,1
2974,606,1,2,9,8,30,25,22,17,94,1
2975,607,1,2,9,7,25,24,25,7,81,2
2976,607,1,2,9,8,28,19,25,20,92,1
2977,608,1,2,9,7,29,25,25,16,95,1
2978,608,1,2,9,8,24,19,20,12,75,3
2979,609,1,2,9,7,26,17,19,18,80,2
2980,609,1,2,9,8,25,21,21,16,83,2
2981,610,1,2,9,7,28,25,25,20,98,1
2982,610,1,2,9,8,27,25,20,20,92,1
2983,611,1,2,9,7,27,22,25,11,85,2
2984,611,1,2,9,8,24,15,20,13,72,3
2985,612,1,2,9,7,24,19,15,20,78,3
2986,612,1,2,9,8,26,25,24,14,89,2
2987,613,1,2,9,7,22,24,21,20,87,2
2988,613,1,2,9,8,27,20,25,11,83,2
2989,614,1,2,9,7,23,19,18,20,80,2
2990,614,1,2,9,8,26,21,21,20,88,2
2991,615,1,2,9,7,24,21,25,8,78,3
2992,615,1,2,9,8,28,21,21,15,85,2
2993,616,1,2,9,7,23,18,15,9,65,3
2994,616,1,2,9,8,26,22,23,8,79,3
2995,617,1,2,9,7,22,21,22,14,79,3
2996,617,1,2,9,8,27,24,22,20,93,1
2997,618,1,2,9,7,29,24,23,18,94,1
2998,618,1,2,9,8,23,22,24,15,84,2
2999,619,1,2,9,7,24,16,20,20,80,2
3000,619,1,2,9,8,29,25,24,16,94,1
3001,620,1,2,9,7,24,22,25,20,91,1
3002,620,1,2,9,8,28,23,21,14,86,2
3003,621,1,2,9,7,26,21,21,10,78,3
3004,621,1,2,9,8,28,21,21,12,82,2
3005,622,1,2,9,7,30,23,22,17,92,1
3006,622,1,2,9,8,26,24,22,18,90,1
3007,623,1,2,9,7,24,20,25,19,88,2
3008,623,1,2,9,8,29,23,25,14,91,1
3009,624,1,2,9,7,26,17,16,18,77,3
3010,624,1,2,9,8,24,22,20,14,80,2
3011,625,1,2,9,7,26,20,24,14,84,2
3012,625,1,2,9,8,27,20,20,18,85,2
3013,626,1,2,9,7,23,22,20,15,80,2
3014,626,1,2,9,8,25,19,24,12,80,2
3015,627,1,2,9,7,28,25,18,18,89,2
3016,627,1,2,9,8,30,23,22,20,95,1
3017,628,1,2,9,7,26,23,23,16,88,2
3018,628,1,2,9,8,24,21,17,20,82,2
3019,629,1,2,9,7,26,19,23,18,86,2
3020,629,1,2,9,8,25,22,22,14,83,2
3021,630,1,2,9,7,22,21,25,20,88,2
3022,630,1,2,9,8,30,25,25,17,97,1
3023,631,1,2,9,7,23,19,16,13,71,3
3024,631,1,2,9,8,30,24,23,11,88,2
3025,632,1,2,9,7,21,20,19,16,76,3
3026,632,1,2,9,8,22,19,20,20,81,2
3027,633,1,2,9,7,25,21,25,19,90,1
3028,633,1,2,9,8,21,17,23,16,77,3
3029,634,1,2,9,7,27,20,23,18,88,2
3030,634,1,2,9,8,25,18,20,9,72,3
3031,635,1,2,9,7,30,23,25,19,97,1
3032,635,1,2,9,8,24,25,18,20,87,2
3033,636,1,2,9,7,25,23,24,17,89,2
3034,636,1,2,9,8,28,22,23,17,90,1
3035,637,1,3,10,1,27,15,19,12,73,3
3036,637,1,3,10,2,21,22,23,9,75,3
3037,637,1,3,10,3,28,24,21,11,84,2
3038,637,1,3,10,4,22,15,17,19,73,3
3039,637,1,3,10,5,18,14,14,17,63,4
3040,637,1,3,10,6,26,18,23,10,77,3
3041,637,1,3,10,7,24,17,20,13,74,3
3042,637,1,3,10,8,23,24,20,17,84,2
3043,638,1,3,10,1,27,20,24,15,86,2
3044,638,1,3,10,2,24,24,25,16,89,2
3045,638,1,3,10,3,24,19,18,18,79,3
3046,638,1,3,10,4,26,20,20,15,81,2
3047,638,1,3,10,5,24,17,24,20,85,2
3048,638,1,3,10,6,20,17,19,12,68,3
3049,638,1,3,10,7,25,21,25,8,79,3
3050,638,1,3,10,8,22,20,23,14,79,3
3051,639,1,3,10,1,23,19,19,11,72,3
3052,639,1,3,10,2,28,22,23,20,93,1
3053,639,1,3,10,3,26,14,23,16,79,3
3054,639,1,3,10,4,26,19,24,13,82,2
3055,639,1,3,10,5,28,21,25,15,89,2
3056,639,1,3,10,6,25,21,22,12,80,2
3057,639,1,3,10,7,23,22,23,13,81,2
3058,639,1,3,10,8,18,21,19,10,68,3
3059,640,1,3,10,1,24,19,17,14,74,3
3060,640,1,3,10,2,24,20,16,12,72,3
3061,640,1,3,10,3,21,21,19,12,73,3
3062,640,1,3,10,4,19,15,21,2,57,4
3063,640,1,3,10,5,20,15,15,15,65,3
3064,640,1,3,10,6,16,14,14,14,58,4
3065,640,1,3,10,7,24,23,24,7,78,3
3066,640,1,3,10,8,17,15,13,11,56,4
3067,641,1,3,10,1,28,25,17,16,86,2
3068,641,1,3,10,2,24,14,16,16,70,3
3069,641,1,3,10,3,22,15,22,13,72,3
3070,641,1,3,10,4,24,19,25,13,81,2
3071,641,1,3,10,5,20,19,21,13,73,3
3072,641,1,3,10,6,29,23,25,16,93,1
3073,641,1,3,10,7,26,22,15,15,78,3
3074,641,1,3,10,8,24,19,22,10,75,3
3075,642,1,3,10,1,25,20,16,20,81,2
3076,642,1,3,10,2,29,23,23,15,90,1
3077,642,1,3,10,3,21,18,16,20,75,3
3078,642,1,3,10,4,22,20,22,14,78,3
3079,642,1,3,10,5,21,18,17,17,73,3
3080,642,1,3,10,6,21,18,21,12,72,3
3081,642,1,3,10,7,24,16,16,20,76,3
3082,642,1,3,10,8,28,20,24,10,82,2
3083,643,1,3,10,1,29,19,25,16,89,2
3084,643,1,3,10,2,26,21,17,17,81,2
3085,643,1,3,10,3,28,21,22,13,84,2
3086,643,1,3,10,4,21,14,16,10,61,4
3087,643,1,3,10,5,23,21,21,14,79,3
3088,643,1,3,10,6,23,18,17,9,67,3
3089,643,1,3,10,7,16,11,14,16,57,4
3090,643,1,3,10,8,25,20,24,11,80,2
3091,644,1,3,10,1,27,20,21,10,78,3
3092,644,1,3,10,2,23,22,25,15,85,2
3093,644,1,3,10,3,20,18,16,14,68,3
3094,644,1,3,10,4,30,23,20,11,84,2
3095,644,1,3,10,5,25,24,22,14,85,2
3096,644,1,3,10,6,22,15,17,11,65,3
3097,644,1,3,10,7,25,22,19,20,86,2
3098,644,1,3,10,8,25,22,23,10,80,2
3099,645,1,3,10,1,23,16,20,20,79,3
3100,645,1,3,10,2,22,18,17,5,62,4
3101,645,1,3,10,3,22,19,25,9,75,3
3102,645,1,3,10,4,18,15,20,20,73,3
3103,645,1,3,10,5,19,17,18,7,61,4
3104,645,1,3,10,6,22,19,20,14,75,3
3105,645,1,3,10,7,26,22,25,15,88,2
3106,645,1,3,10,8,25,19,17,14,75,3
3107,646,1,3,10,1,26,20,22,20,88,2
3108,646,1,3,10,2,24,20,22,18,84,2
3109,646,1,3,10,3,22,22,18,18,80,2
3110,646,1,3,10,4,25,19,18,14,76,3
3111,646,1,3,10,5,22,16,16,18,72,3
3112,646,1,3,10,6,25,20,20,20,85,2
3113,646,1,3,10,7,18,18,16,18,70,3
3114,646,1,3,10,8,20,17,16,17,70,3
3115,647,1,3,10,1,27,23,25,13,88,2
3116,647,1,3,10,2,24,24,25,12,85,2
3117,647,1,3,10,3,25,22,17,15,79,3
3118,647,1,3,10,4,25,19,13,20,77,3
3119,647,1,3,10,5,23,22,21,14,80,2
3120,647,1,3,10,6,23,20,19,16,78,3
3121,647,1,3,10,7,25,18,20,11,74,3
3122,647,1,3,10,8,20,18,17,7,62,4
3123,648,1,3,10,1,26,24,25,14,89,2
3124,648,1,3,10,2,22,22,23,12,79,3
3125,648,1,3,10,3,21,18,21,12,72,3
3126,648,1,3,10,4,24,22,25,11,82,2
3127,648,1,3,10,5,22,16,23,15,76,3
3128,648,1,3,10,6,26,20,21,11,78,3
3129,648,1,3,10,7,23,19,25,7,74,3
3130,648,1,3,10,8,19,17,22,18,76,3
3131,649,1,3,10,1,25,22,21,18,86,2
3132,649,1,3,10,2,29,22,20,20,91,1
3133,649,1,3,10,3,23,18,20,14,75,3
3134,649,1,3,10,4,19,18,25,15,77,3
3135,649,1,3,10,5,26,20,25,14,85,2
3136,649,1,3,10,6,21,21,17,12,71,3
3137,649,1,3,10,7,17,20,19,20,76,3
3138,649,1,3,10,8,19,12,20,18,69,3
3139,650,1,3,10,1,26,25,21,20,92,1
3140,650,1,3,10,2,25,21,20,19,85,2
3141,650,1,3,10,3,24,22,18,12,76,3
3142,650,1,3,10,4,22,19,18,12,71,3
3143,650,1,3,10,5,22,22,22,13,79,3
3144,650,1,3,10,6,25,15,18,11,69,3
3145,650,1,3,10,7,23,19,16,14,72,3
3146,650,1,3,10,8,24,20,22,14,80,2
3147,651,1,3,10,1,28,22,19,11,80,2
3148,651,1,3,10,2,16,19,18,16,69,3
