HoSoKey,SinhVienKey,KhoaKey,NganhKey,LopKey,HocKyGanNhatKey,SoHocKyDaHoc,GPATichLuyHienTai,DiemRenLuyenGanNhat,TongTinChiDangKy,TongTinChiDat,TongTinChiNo,TongSoMonRot,SoMonHocLai,SoLanCanhBao,XepLoaiHocTapKey,XepLoaiRenLuyenKey,CanhBaoKey,NhomNguyCo,TrangThaiTotNghiep
886,655,1,3,10,8,8,3.0,82,8,8,0,1,1,1,1,2,1,Thấp,Tốt nghiệp
887,656,1,3,10,8,8,2.77,79,8,8,2,3,3,3,3,3,1,Thấp,Tốt nghiệp
888,657,1,3,10,8,8,2.99,73,8,8,0,1,1,1,1,3,1,Thấp,Chậm tiến độ
889,1134,2,4,17,8,4,2.67,85,12,12,0,0,0,0,3,2,1,Thấp,Đang học
890,2405,3,8,34,8,8,2.95,94,8,8,1,2,2,2,1,1,1,Thấp,Chậm tiến độ
891,2406,3,8,34,8,8,2.99,91,8,8,1,1,1,1,2,1,1,Thấp,Tốt nghiệp
892,1135,2,4,17,8,4,2.78,77,12,12,0,1,1,0,3,3,1,Thấp,Đang học
893,1136,2,4,17,8,4,2.67,79,12,12,0,0,0,0,4,3,1,Thấp,Đang học
894,1137,2,4,17,8,4,2.18,50,12,12,3,1,1,1,4,4,1,Trung bình,Đang học
895,1138,2,4,17,8,4,2.58,77,12,12,0,1,1,1,3,3,1,Thấp,Đang học
896,1139,2,4,17,8,4,2.36,68,12,9,3,1,1,1,5,3,4,Trung bình,Đang học
897,2798,4,9,40,8,6,2.67,70,10,10,0,2,2,2,3,3,1,Thấp,Đang học
898,2799,4,9,40,8,6,2.75,83,10,10,0,2,2,1,2,2,1,Thấp,Đang học
899,2800,4,9,40,8,6,3.03,70,10,10,0,0,0,0,4,3,1,Thấp,Đang học
900,648,1,3,10,8,8,2.98,76,8,8,0,2,2,2,2,3,1,Thấp,Tốt nghiệp
901,649,1,3,10,8,8,3.05,69,8,8,0,1,1,1,2,3,1,Trung bình,Tốt nghiệp
902,650,1,3,10,8,8,3.05,80,8,8,0,0,0,0,1,2,1,Thấp,Tốt nghiệp
903,651,1,3,10,8,8,2.89,79,8,8,0,1,1,1,2,3,1,Thấp,Tốt nghiệp
904,652,1,3,10,8,8,3.06,76,8,8,0,1,1,1,2,3,1,Thấp,Tốt nghiệp
905,1140,2,4,17,8,4,2.09,65,12,12,8,3,3,2,3,3,1,Cao,Đang học
906,1141,2,4,17,8,4,1.96,86,12,12,5,4,4,4,3,2,2,Cao,Đang học
907,1142,2,4,17,8,4,2.58,81,12,12,0,0,0,0,4,2,1,Thấp,Đang học
908,2403,3,8,34,8,8,2.91,91,8,8,1,3,3,1,3,1,1,Thấp,Tốt nghiệp
909,2404,3,8,34,8,8,3.17,88,8,8,0,0,0,0,1,2,1,Thấp,Tốt nghiệp
910,1143,2,4,17,8,4,2.11,72,12,12,6,2,2,2,4,3,1,Trung bình,Đang học
911,1144,2,4,17,8,4,1.89,70,12,3,12,4,4,2,5,3,4,Cao,Đang học
912,1145,2,4,17,8,4,2.67,85,12,12,0,1,1,0,3,2,1,Thấp,Đang học
913,2801,4,9,40,8,6,2.75,82,10,10,0,0,0,0,3,2,1,Thấp,Đang học
914,2802,4,9,40,8,6,2.92,77,10,10,1,2,2,1,3,3,1,Thấp,Đang học
915,642,1,3,10,8,8,2.82,82,8,8,0,2,2,2,3,2,1,Thấp,Tốt nghiệp
916,643,1,3,10,8,8,2.93,80,8,8,0,0,0,0,3,2,1,Thấp,Tốt nghiệp
917,644,1,3,10,8,8,2.89,80,8,8,2,5,5,3,1,2,1,Thấp,Tốt nghiệp
918,645,1,3,10,8,8,2.66,75,8,8,5,3,3,2,2,3,1,Trung bình,Chậm tiến độ
919,646,1,3,10,8,8,2.91,70,8,8,0,3,3,3,1,3,1,Thấp,Tốt nghiệp
920,647,1,3,10,8,8,2.48,62,8,8,0,5,5,4,3,4,1,Trung bình,Tốt nghiệp
921,1146,2,4,17,8,4,2.47,78,12,9,3,1,1,1,4,3,2,Trung bình,Đang học
922,2401,3,8,34,8,8,2.66,86,8,8,7,3,3,1,3,2,1,Cao,Chậm tiến độ
923,2402,3,8,34,8,8,2.88,80,8,8,0,2,2,1,3,2,1,Thấp,Tốt nghiệp
924,1147,2,4,17,8,4,2.62,80,12,12,0,0,0,0,3,2,1,Thấp,Đang học
925,1148,2,4,17,8,4,2.33,81,12,12,0,1,1,1,3,2,1,Trung bình,Đang học
926,1149,2,4,17,8,4,2.78,78,12,12,0,0,0,0,3,3,1,Thấp,Đang học
927,1150,2,4,17,8,4,1.76,78,12,9,3,3,3,4,5,3,3,Cao,Đang học
928,1151,2,4,17,8,4,2.56,78,12,12,3,1,1,1,3,3,1,Trung bình,Đang học
929,637,1,3,10,8,8,2.9,84,8,8,0,4,4,3,1,2,1,Thấp,Tốt nghiệp
930,2803,4,9,40,8,6,2.62,82,10,10,6,2,2,2,3,2,1,Trung bình,Đang học
931,2804,4,9,40,8,6,2.73,81,10,10,2,1,1,1,3,2,1,Thấp,Đang học
932,2805,4,9,40,8,6,2.64,78,10,8,3,4,4,2,3,3,1,Trung bình,Đang học
933,638,1,3,10,8,8,2.82,79,8,8,5,2,2,2,3,3,1,Trung bình,Tốt nghiệp
934,639,1,3,10,8,8,2.87,68,8,8,0,3,3,2,1,3,1,Trung bình,Tốt nghiệp
935,640,1,3,10,8,8,2.03,56,8,6,2,5,5,7,5,4,3,Trung bình,Tốt nghiệp
936,641,1,3,10,8,8,2.8,75,8,8,0,2,2,2,1,3,1,Thấp,Chậm tiến độ
937,1152,2,4,17,8,4,2.13,75,12,12,3,1,1,1,3,3,1,Trung bình,Đang học
938,1153,2,4,17,8,4,2.4,74,12,12,1,1,1,1,3,3,1,Trung bình,Đang học
939,1154,2,4,17,8,4,2.36,62,12,12,0,1,1,1,4,4,1,Trung bình,Đang học
940,2399,3,8,34,8,8,2.79,87,8,8,0,0,0,1,3,2,1,Thấp,Tốt nghiệp
941,2400,3,8,34,8,8,2.48,88,8,8,6,2,2,2,3,2,1,Trung bình,Tốt nghiệp
942,1155,2,4,17,8,4,2.69,78,12,12,0,0,0,0,4,3,1,Thấp,Đang học
943,1156,2,4,17,8,4,2.58,80,12,12,0,0,0,0,4,2,1,Thấp,Đang học
944,1157,2,4,17,8,4,2.09,71,12,12,3,2,2,1,4,3,1,Trung bình,Đang học
945,632,1,2,9,8,2,3.24,81,11,11,0,0,0,0,3,2,1,Thấp,Cảnh báo học vụ
946,633,1,2,9,8,2,3.24,77,11,11,0,0,0,0,2,3,1,Thấp,Đang học
947,634,1,2,9,8,2,3.24,72,11,11,0,0,0,0,2,3,1,Thấp,Đang học
948,2806,4,9,40,8,6,2.78,73,10,7,5,3,3,2,4,3,2,Trung bình,Cảnh báo học vụ
949,2807,4,9,40,8,6,2.42,70,10,10,1,2,2,1,3,3,1,Trung bình,Đang học
950,2808,4,9,40,8,6,2.81,74,10,7,3,2,2,1,4,3,2,Trung bình,Đang học
951,635,1,2,9,8,2,3.43,87,11,11,0,0,0,0,2,2,1,Thấp,Đang học
952,636,1,2,9,8,2,3.19,90,11,11,0,0,0,0,3,1,1,Thấp,Cảnh báo học vụ
953,1158,2,4,17,8,4,2.36,82,12,12,1,1,1,1,4,2,1,Trung bình,Bảo lưu
954,2397,3,8,34,8,8,2.88,97,8,8,0,2,2,1,1,1,1,Thấp,Tốt nghiệp
955,2398,3,8,34,8,8,3.02,76,8,8,0,1,1,0,2,3,1,Thấp,Tốt nghiệp
956,1159,2,4,17,8,4,2.56,78,12,12,0,1,1,0,3,3,1,Thấp,Đang học
957,1160,2,4,17,8,4,2.16,80,12,9,3,1,1,2,5,2,3,Cao,Đang học
958,1161,2,4,17,8,4,2.36,54,12,12,0,0,0,0,4,4,1,Trung bình,Cảnh báo học vụ
959,1162,2,4,17,8,4,2.78,76,12,9,3,1,1,1,3,3,2,Trung bình,Đang học
960,1163,2,4,17,8,4,2.76,77,12,12,0,0,0,0,3,3,1,Thấp,Đang học
961,2813,4,9,40,8,6,2.81,77,10,10,0,0,0,0,3,3,1,Thấp,Đang học
962,2809,4,9,40,8,6,2.5,78,10,7,3,3,3,3,5,3,4,Trung bình,Đang học
963,2810,4,9,40,8,6,2.5,78,10,7,5,3,3,2,4,3,2,Trung bình,Đang học
964,627,1,2,9,8,2,3.19,95,11,11,0,0,0,0,2,1,1,Thấp,Đang học
965,628,1,2,9,8,2,2.86,82,11,11,0,0,0,0,3,2,1,Thấp,Đang học
966,629,1,2,9,8,2,3.24,83,11,11,0,0,0,0,2,2,1,Thấp,Bảo lưu
967,630,1,2,9,8,2,2.95,97,11,11,0,0,0,0,3,1,1,Thấp,Cảnh báo học vụ
968,631,1,2,9,8,2,3.48,88,11,11,0,0,0,0,1,2,1,Thấp,Đang học
969,1164,2,4,17,8,4,2.11,78,12,12,0,0,0,1,4,3,1,Trung bình,Đang học
970,1165,2,4,17,8,4,2.29,74,12,12,0,0,0,1,5,3,3,Trung bình,Đang học
971,1166,2,4,17,8,4,1.71,70,12,9,6,3,3,3,5,3,4,Cao,Cảnh báo học vụ
972,2395,3,8,34,8,8,2.91,92,8,8,0,1,1,1,1,1,1,Thấp,Tốt nghiệp
973,2396,3,8,34,8,8,3.06,98,8,8,0,1,1,1,1,1,1,Thấp,Tốt nghiệp
974,1167,2,4,17,8,4,2.53,74,12,9,6,2,2,2,4,3,2,Cao,Đang học
975,1168,2,4,17,8,4,1.6,70,12,9,9,5,5,4,5,3,4,Cao,Cảnh báo học vụ
976,1169,2,4,17,8,4,2.13,68,12,9,6,3,3,3,5,3,3,Cao,Đang học
977,621,1,2,9,8,2,2.95,82,11,11,0,0,0,0,3,2,1,Thấp,Đang học
978,622,1,2,9,8,2,3.48,90,11,11,0,0,0,0,3,1,1,Thấp,Đang học
979,623,1,2,9,8,2,3.62,91,11,11,0,0,0,0,1,1,1,Thấp,Đang học
980,624,1,2,9,8,2,3.0,80,11,11,0,0,0,0,3,2,1,Thấp,Đang học
981,625,1,2,9,8,2,3.0,85,11,11,2,1,1,0,2,2,1,Thấp,Đang học
982,626,1,2,9,8,2,3.33,80,11,11,0,0,0,0,2,2,1,Thấp,Đang học
983,2811,4,9,40,8,6,2.53,70,10,10,1,1,1,1,3,3,1,Thấp,Đang học
984,2812,4,9,40,8,6,3.0,84,10,10,0,0,0,0,3,2,1,Thấp,Đang học
985,1170,2,4,17,8,4,2.31,75,12,9,3,2,2,2,4,3,2,Trung bình,Đang học
986,2393,3,8,34,8,8,2.82,97,8,8,0,3,3,2,2,1,1,Thấp,Tốt nghiệp
987,2394,3,8,34,8,8,3.07,75,8,8,0,1,1,0,3,3,1,Thấp,Tốt nghiệp
988,1171,2,4,17,8,4,2.16,79,12,6,6,3,3,1,5,3,4,Trung bình,Đang học
989,1172,2,4,17,8,4,2.8,74,12,12,0,0,0,1,3,3,1,Thấp,Cảnh báo học vụ
990,1173,2,4,17,8,4,2.73,86,12,12,0,0,0,0,4,2,1,Thấp,Đang học
991,1174,2,4,17,8,4,2.49,73,12,12,3,1,1,2,3,3,1,Trung bình,Đang học
992,1175,2,4,17,8,4,2.38,75,12,12,3,1,1,1,4,3,1,Trung bình,Đang học
993,616,1,2,9,8,2,2.19,79,11,8,6,2,2,2,4,3,2,Cao,Đang học
994,617,1,2,9,8,2,3.33,93,11,11,0,0,0,0,3,1,1,Thấp,Đang học
995,618,1,2,9,8,2,3.24,84,11,11,0,0,0,0,3,2,1,Thấp,Đang học
996,2814,4,9,40,8,6,2.75,85,10,10,0,0,0,0,3,2,1,Thấp,Đang học
997,2815,4,9,40,8,6,2.75,72,10,10,0,1,1,1,3,3,1,Thấp,Đang học
998,2816,4,9,40,8,6,2.73,75,10,10,0,1,1,1,4,3,1,Thấp,Cảnh báo học vụ
999,619,1,2,9,8,2,3.62,94,11,11,0,0,0,0,1,1,1,Thấp,Bảo lưu
1000,620,1,2,9,8,2,3.14,86,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1001,1176,2,4,17,8,4,2.2,70,12,9,3,1,1,1,5,3,4,Trung bình,Đang học
1002,1177,2,4,17,8,4,2.56,80,12,9,3,2,2,1,5,2,3,Trung bình,Đang học
1003,1178,2,4,17,8,4,2.07,65,12,9,3,2,2,2,4,3,2,Trung bình,Đang học
1004,2391,3,8,34,8,8,3.11,82,8,8,0,0,0,0,3,2,1,Thấp,Tốt nghiệp
1005,2392,3,8,34,8,8,2.9,83,8,8,0,1,1,1,3,2,1,Thấp,Tốt nghiệp
1006,1179,2,4,17,8,4,2.31,74,12,12,3,1,1,1,4,3,1,Trung bình,Đang học
1007,1180,2,4,17,8,4,2.44,84,12,9,3,1,1,1,4,2,2,Trung bình,Đang học
1008,1181,2,4,17,8,4,2.27,71,12,12,4,3,3,2,3,3,1,Trung bình,Đang học
1009,2821,4,9,40,8,6,2.14,71,10,7,11,5,5,3,4,3,2,Cao,Đang học
1010,2817,4,9,40,8,6,1.98,64,10,7,6,4,4,3,5,4,3,Cao,Cảnh báo học vụ
1011,2818,4,9,40,8,6,2.75,76,10,7,3,1,1,1,4,3,2,Trung bình,Đang học
1012,611,1,2,9,8,2,2.86,72,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1013,612,1,2,9,8,2,2.81,89,11,8,3,1,1,1,4,2,2,Trung bình,Đang học
1014,613,1,2,9,8,2,3.19,83,11,11,0,0,0,0,3,2,1,Thấp,Cảnh báo học vụ
1015,614,1,2,9,8,2,3.19,88,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1016,615,1,2,9,8,2,3.19,85,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1017,1182,2,4,17,8,4,2.2,71,12,12,5,2,2,2,3,3,1,Trung bình,Đang học
1018,2389,3,8,34,8,8,3.06,85,8,8,0,0,0,0,3,2,1,Thấp,Tốt nghiệp
1019,2390,3,8,34,8,8,3.13,86,8,8,0,0,0,0,3,2,1,Thấp,Tốt nghiệp
1020,1183,2,4,17,8,4,2.09,73,12,9,6,4,4,3,4,3,2,Cao,Đang học
1021,1184,2,4,17,8,4,2.47,67,12,9,3,1,1,1,5,3,3,Trung bình,Đang học
1022,1185,2,4,17,8,4,2.56,76,12,12,0,1,1,1,3,3,1,Thấp,Đang học
1023,1186,2,4,17,8,4,1.96,78,12,12,5,3,3,3,3,3,2,Cao,Đang học
1024,1187,2,4,17,8,4,2.36,71,12,12,0,0,0,1,3,3,1,Trung bình,Đang học
1025,605,1,2,9,8,2,3.62,87,11,11,0,0,0,0,2,2,1,Thấp,Cảnh báo học vụ
1026,606,1,2,9,8,2,3.33,94,11,11,0,0,0,0,3,1,1,Thấp,Đang học
1027,607,1,2,9,8,2,2.86,92,11,8,3,1,1,1,4,1,2,Trung bình,Đang học
1028,608,1,2,9,8,2,3.48,75,11,11,0,0,0,0,3,3,1,Thấp,Cảnh báo học vụ
1029,609,1,2,9,8,2,3.33,83,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1030,610,1,2,9,8,2,3.43,92,11,11,0,0,0,0,2,1,1,Thấp,Đang học
1031,2819,4,9,40,8,6,2.08,85,10,7,7,5,5,4,4,2,2,Cao,Đang học
1032,2820,4,9,40,8,6,2.75,86,10,10,0,1,1,0,3,2,1,Thấp,Đang học
1033,1188,2,4,17,8,4,2.13,79,12,12,6,2,2,3,3,3,1,Trung bình,Cảnh báo học vụ
1034,1189,2,4,17,8,4,2.07,68,12,9,6,3,3,3,4,3,2,Cao,Cảnh báo học vụ
1035,1190,2,4,18,8,2,2.86,78,11,11,0,0,0,0,4,3,1,Thấp,Đang học
1036,1191,2,4,18,8,2,2.86,83,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1037,1192,2,4,18,8,2,3.09,87,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1038,2387,3,8,34,8,8,3.13,97,8,8,0,1,1,1,1,1,1,Thấp,Tốt nghiệp
1039,2388,3,8,34,8,8,3.11,98,8,8,0,1,1,1,1,1,1,Thấp,Tốt nghiệp
1040,1193,2,4,18,8,2,2.64,82,11,11,0,0,0,0,3,2,1,Thấp,Cảnh báo học vụ
1041,600,1,2,9,8,2,3.33,87,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1042,601,1,2,9,8,2,3.38,79,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1043,602,1,2,9,8,2,2.95,77,11,9,2,1,1,0,3,3,1,Thấp,Đang học
1044,2822,4,9,40,8,6,2.7,74,10,10,0,1,1,1,4,3,1,Thấp,Đang học
1045,2823,4,9,40,8,6,2.61,77,10,8,2,2,2,0,3,3,1,Thấp,Cảnh báo học vụ
1046,2824,4,9,40,8,6,2.41,72,10,7,5,4,4,3,4,3,2,Cao,Đang học
1047,603,1,2,9,8,2,3.48,88,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1048,604,1,2,9,8,2,3.14,88,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1049,1194,2,4,18,8,2,2.59,68,11,11,3,1,1,1,2,3,1,Trung bình,Đang học
1050,1195,2,4,18,8,2,3.23,70,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1051,1196,2,4,18,8,2,2.18,75,11,9,2,1,1,1,5,3,3,Trung bình,Đang học
1052,1197,2,4,18,8,2,3.09,76,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1053,1198,2,4,18,8,2,1.95,78,11,11,3,1,1,2,4,3,2,Cao,Đang học
1054,1199,2,4,18,8,2,3.0,77,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1055,1200,2,4,18,8,2,2.82,85,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1056,2385,3,8,34,8,8,2.85,81,8,8,0,1,1,1,3,2,1,Thấp,Tốt nghiệp
1057,2829,4,9,40,8,6,3.14,81,10,7,3,1,1,1,4,2,2,Trung bình,Đang học
1058,2825,4,9,40,8,6,2.69,82,10,10,0,2,2,1,3,2,1,Thấp,Đang học
1059,2826,4,9,40,8,6,2.67,78,10,7,3,2,2,1,4,3,2,Trung bình,Đang học
1060,595,1,2,9,8,2,2.81,69,11,11,2,1,1,0,3,3,1,Trung bình,Cảnh báo học vụ
1061,596,1,2,9,8,2,3.38,99,11,11,0,0,0,0,3,1,1,Thấp,Đang học
1062,597,1,2,9,8,2,3.14,71,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1063,598,1,2,9,8,2,3.19,83,11,9,2,1,1,0,3,2,1,Thấp,Đang học
1064,599,1,2,9,8,2,2.76,86,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1065,2386,3,8,34,8,8,2.89,76,8,8,0,3,3,2,2,3,1,Thấp,Tốt nghiệp
1066,2383,3,8,34,8,8,3.15,91,8,8,0,0,0,0,3,1,1,Thấp,Tốt nghiệp
1067,2384,3,8,34,8,8,3.13,85,8,8,0,0,0,0,2,2,1,Thấp,Tốt nghiệp
1068,1201,2,4,18,8,2,3.09,87,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1069,1202,2,4,18,8,2,2.59,70,11,11,3,1,1,1,2,3,1,Trung bình,Đang học
1070,1203,2,4,18,8,2,2.86,88,11,11,0,0,0,0,3,2,1,Thấp,Bảo lưu
1071,1204,2,4,18,8,2,2.91,77,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1072,1205,2,4,18,8,2,3.18,96,11,11,0,0,0,0,2,1,1,Thấp,Đang học
1073,589,1,2,9,8,2,3.52,75,11,11,0,0,0,0,2,3,1,Thấp,Đang học
1074,590,1,2,9,8,2,3.43,84,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1075,591,1,2,9,8,2,3.19,96,11,11,0,0,0,0,3,1,1,Thấp,Đang học
1076,592,1,2,9,8,2,3.19,77,11,11,0,0,0,0,2,3,1,Thấp,Đang học
1077,593,1,2,9,8,2,2.14,79,11,9,7,3,3,1,3,3,1,Cao,Đang học
1078,594,1,2,9,8,2,3.38,86,11,11,0,0,0,0,2,2,1,Thấp,Cảnh báo học vụ
1079,2827,4,9,40,8,6,2.2,66,10,7,5,3,3,3,5,3,2,Cao,Đang học
1080,2828,4,9,40,8,6,2.72,79,10,10,0,1,1,0,2,3,1,Thấp,Đang học
1081,1206,2,4,18,8,2,2.32,75,11,8,3,1,1,1,5,3,2,Trung bình,Đang học
1082,1207,2,4,18,8,2,3.14,83,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1083,1208,2,4,18,8,2,3.14,79,11,11,0,0,0,0,2,3,1,Thấp,Đang học
1084,2381,3,8,34,8,8,2.8,74,8,2,6,1,1,1,5,3,4,Trung bình,Chậm tiến độ
1085,2382,3,8,34,8,8,3.1,87,8,8,1,3,3,2,1,2,1,Thấp,Tốt nghiệp
1086,1209,2,4,18,8,2,3.09,84,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1087,1210,2,4,18,8,2,3.0,83,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1088,1211,2,4,18,8,2,2.86,87,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1089,584,1,2,9,8,2,3.48,87,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1090,585,1,2,9,8,2,3.14,75,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1091,586,1,2,9,8,2,3.1,87,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1092,2830,4,9,40,8,6,2.91,72,10,10,0,1,1,0,4,3,1,Thấp,Đang học
1093,2831,4,9,40,8,6,2.91,77,10,10,0,0,0,0,3,3,1,Thấp,Đang học
1094,2832,4,9,40,8,6,2.0,61,10,10,20,7,7,5,3,4,1,Cao,Bảo lưu
1095,587,1,2,9,8,2,3.24,87,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1096,588,1,2,9,8,2,2.86,72,11,9,2,1,1,0,3,3,1,Thấp,Đang học
1097,1212,2,4,18,8,2,2.82,75,11,11,0,0,0,0,4,3,1,Thấp,Đang học
1098,1213,2,4,18,8,2,2.41,81,11,11,1,1,1,1,4,2,1,Trung bình,Đang học
1099,1214,2,4,18,8,2,3.09,78,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1100,1215,2,4,18,8,2,2.23,81,11,8,3,1,1,1,5,2,3,Trung bình,Đang học
1101,1216,2,4,18,8,2,3.0,76,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1102,2379,3,8,34,8,8,3.27,94,8,8,0,2,2,0,1,1,1,Thấp,Tốt nghiệp
1103,2380,3,8,34,8,8,3.13,80,8,8,0,0,0,0,1,2,1,Thấp,Tốt nghiệp
1104,1217,2,4,18,8,2,2.55,73,11,8,3,1,1,1,4,3,2,Trung bình,Đang học
1105,2837,4,9,40,8,6,3.14,90,10,10,0,0,0,0,1,1,1,Thấp,Đang học
1106,2833,4,9,40,8,6,2.67,76,10,10,2,2,2,1,3,3,1,Thấp,Đang học
1107,2834,4,9,40,8,6,2.83,81,10,10,0,1,1,0,3,2,1,Thấp,Đang học
1108,579,1,2,9,8,2,3.29,87,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1109,580,1,2,9,8,2,3.0,88,11,9,2,1,1,0,3,2,1,Thấp,Đang học
1110,581,1,2,9,8,2,3.38,83,11,11,0,0,0,0,3,2,1,Thấp,Cảnh báo học vụ
1111,582,1,2,9,8,2,3.0,75,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1112,583,1,2,9,8,2,3.29,83,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1113,1218,2,4,18,8,2,2.91,75,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1114,1219,2,4,18,8,2,2.82,81,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1115,1220,2,4,18,8,2,2.64,78,11,11,0,0,0,0,3,3,1,Thấp,Bảo lưu
1116,1221,2,4,18,8,2,2.64,86,11,11,0,0,0,0,4,2,1,Thấp,Đang học
1117,1222,2,4,18,8,2,3.09,68,11,11,0,0,0,0,3,3,1,Trung bình,Cảnh báo học vụ
1118,1223,2,4,18,8,2,2.91,88,11,11,0,0,0,0,2,2,1,Thấp,Cảnh báo học vụ
1119,1224,2,4,18,8,2,2.73,82,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1120,2377,3,8,34,8,8,3.28,84,8,8,0,0,0,0,3,2,1,Thấp,Chậm tiến độ
1121,573,1,2,9,8,2,3.14,82,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1122,574,1,2,9,8,2,3.52,83,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1123,575,1,2,9,8,2,3.19,87,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1124,576,1,2,9,8,2,3.52,85,11,11,0,0,0,0,1,2,1,Thấp,Đang học
1125,577,1,2,9,8,2,3.0,80,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1126,578,1,2,9,8,2,3.19,89,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1127,2835,4,9,40,8,6,2.8,80,10,7,8,3,3,2,4,2,2,Cao,Cảnh báo học vụ
1128,2836,4,9,40,8,6,2.97,79,10,10,0,1,1,0,2,3,1,Thấp,Đang học
1129,2378,3,8,34,8,8,3.23,89,8,8,0,0,0,0,1,2,1,Thấp,Tốt nghiệp
1130,2375,3,8,34,8,8,3.2,87,8,8,0,0,0,0,1,2,1,Thấp,Tốt nghiệp
1131,2376,3,8,34,8,8,3.27,83,8,8,0,0,0,0,1,2,1,Thấp,Tốt nghiệp
1132,1225,2,4,18,8,2,3.0,80,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1133,1226,2,4,18,8,2,2.45,77,11,11,0,0,0,0,4,3,1,Trung bình,Đang học
1134,1227,2,4,18,8,2,3.23,88,11,11,0,0,0,0,1,2,1,Thấp,Đang học
1135,1228,2,4,18,8,2,2.95,84,11,11,0,0,0,0,2,2,1,Thấp,Cảnh báo học vụ
1136,1229,2,4,18,8,2,3.32,87,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1137,568,1,2,9,8,2,3.24,86,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1138,569,1,2,9,8,2,2.95,72,11,11,0,0,0,0,4,3,1,Thấp,Đang học
1139,570,1,2,9,8,2,3.14,80,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1140,2838,4,9,40,8,6,2.48,66,10,7,3,3,3,3,5,3,2,Trung bình,Đang học
1141,2839,4,9,40,8,6,2.45,83,10,10,0,2,2,2,3,2,1,Trung bình,Đang học
1142,2840,4,9,40,8,6,3.02,64,10,10,0,0,0,0,3,4,1,Trung bình,Đang học
1143,571,1,2,9,8,2,3.0,88,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1144,572,1,2,9,8,2,3.52,84,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1145,1230,2,4,18,8,2,2.86,69,11,11,0,0,0,0,4,3,1,Trung bình,Đang học
1146,1231,2,4,18,8,2,2.86,78,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1147,1232,2,4,18,8,2,3.27,86,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1148,2373,3,8,34,8,8,3.21,79,8,8,0,1,1,0,3,3,1,Thấp,Tốt nghiệp
1149,2374,3,8,34,8,8,3.1,75,8,8,0,0,0,0,3,3,1,Thấp,Tốt nghiệp
1150,1233,2,4,18,8,2,3.18,94,11,11,0,0,0,0,3,1,1,Thấp,Đang học
1151,1234,2,4,18,8,2,2.73,81,11,11,0,0,0,0,4,2,1,Thấp,Đang học
1152,1235,2,4,18,8,2,2.68,76,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1153,562,1,2,9,8,2,2.86,84,11,11,2,1,1,0,2,2,1,Thấp,Đang học
1154,2841,4,9,40,8,6,2.55,90,10,10,0,3,3,1,3,1,1,Thấp,Đang học
1155,2842,4,9,40,8,6,2.86,72,10,10,0,1,1,1,3,3,1,Thấp,Đang học
